crowd_count,hour,day,service_time,waiting_time
39,11,4,2.1712337302022497,84.67811547788774
34,15,5,2.8542072935189746,97.04304797964514
17,10,2,2.1855636166802546,37.15458148356433
5,8,0,2.2227256680994545,11.113628340497272
42,19,5,1.8258397735852179,76.68527049057916
32,19,0,2.2229817733906003,71.13541674849921
28,8,5,2.135328047989801,59.78918534371442
17,16,1,2.9281345509873806,49.77828736678547
42,15,6,2.768449959452265,116.27489829699513
44,16,5,2.782718394402642,122.43960935371625
35,12,2,2.6921970586893726,94.22689705412805
78,13,5,1.573683341980437,122.74730067447409
5,10,1,2.784327591458891,13.921637957294454
84,14,6,1.882853235388979,158.15967177267424
15,10,1,2.096499066215899,31.447485993238487
58,14,5,1.8945778205976709,109.88551359466491
65,13,5,2.9885298428378246,194.2544397844586
35,15,5,2.9566744007462367,103.48360402611829
42,12,0,2.397815537643047,100.70825258100797
16,15,1,2.887697220940752,46.20315553505203
60,12,6,2.9126042047309273,174.75625228385564
6,15,1,2.04558702442944,12.27352214657664
48,19,6,1.922856429057202,92.29710859474571
10,16,0,1.824551448575726,18.24551448575726
56,19,5,2.5129964646285896,140.72780201920102
8,16,4,2.0477294156836514,16.38183532546921
18,9,3,1.8465587332862754,33.238057199152955
53,13,3,1.6846474878666737,89.28631685693371
48,14,3,1.6124135777174282,77.39585173043656
43,14,1,1.5243161834764187,65.54559588948601
8,16,0,2.6919730602517884,21.535784482014307
6,16,0,2.7761467517489224,16.656880510493536
9,10,1,1.8444161973070867,16.59974577576378
32,15,6,1.5805958972269705,50.579068711263055
12,9,4,2.6989484008245284,32.38738080989434
31,11,1,2.172167714210504,67.33719914052563
13,8,1,2.4822504748366137,32.26925617287598
8,10,1,2.5175139059481664,20.14011124758533
5,16,2,1.6684227976206223,8.342113988103112
78,13,5,1.8912484138407264,147.51737627957667
14,15,3,2.2752239355033215,31.8531350970465
60,19,6,2.699795090900042,161.98770545400254
42,19,2,2.7573650128316105,115.80933053892764
56,19,0,2.6005943777656055,145.6332851548739
46,13,1,1.5955012992853332,73.39305976712532
33,8,6,2.2353347717304883,73.76604746710612
58,12,4,2.0986406115602447,121.7211554704942
21,10,0,1.6350520445615802,34.33609293579318
19,16,0,1.6392512726310975,31.145774179990852
15,8,0,1.9299671271632377,28.949506907448566
67,18,5,1.532839008818743,102.70021359085578
20,16,0,2.440828408781899,48.81656817563798
62,18,3,2.7280645960905554,169.14000495761442
19,9,5,2.9425544054121175,55.90853370283023
24,9,4,1.7769866626863489,42.64767990447237
80,12,5,2.2867929173974204,182.94343339179363
41,13,0,1.838167350399459,75.36486136637782
57,14,0,2.482514161246599,141.50330719105614
40,10,6,2.339761050583861,93.59044202335443
44,15,6,2.438658238322539,107.30096248619171
48,12,3,1.5555238958946744,74.66514700294437
43,19,1,2.901329715472966,124.75717776533753
51,18,5,2.662152561767398,135.76978065013728
44,12,1,2.2142815751476523,97.4283893064967
16,10,2,2.230547745042772,35.68876392068435
31,10,6,1.907942681540181,59.146223127745614
48,11,3,2.1450861479860945,102.96413510333254
24,10,1,2.273491516275116,54.56379639060278
27,17,2,2.049945941794754,55.34854042845836
58,18,6,1.6835248840933694,97.64444327741543
6,15,2,2.9872673831755683,17.92360429905341
30,17,2,2.0325788204499755,60.97736461349926
34,17,0,1.6551000351378804,56.273401194687935
47,14,3,1.5196345439578156,71.42282356601733
44,19,6,2.343159262482435,103.09900754922714
15,16,4,2.2276768982612767,33.41515347391915
10,15,0,2.3259637284924657,23.259637284924658
47,17,6,2.5129448619159147,118.108408510048
6,10,1,2.061201931124451,12.367211586746706
48,18,4,2.6959796101773414,129.4070212885124
45,15,5,2.983709667357824,134.26693503110207
18,16,4,2.4637202968383463,44.34696534309023
24,15,2,2.798581005890338,67.16594414136812
91,11,6,2.8429907347267296,258.7121568601324
6,8,0,2.822600521391296,16.935603128347775
12,10,1,2.993335731344295,35.92002877613154
65,14,3,2.9464181186962244,191.51717771525458
46,13,0,2.013038638402482,92.59977736651416
19,9,3,1.8174231061903,34.5310390176157
41,19,3,2.996369484540888,122.8511488661764
59,11,2,1.6611340296175445,98.00690774743512
37,12,1,2.2681425221066123,83.92127331794465
75,13,6,1.9914039962389245,149.35529971791934
12,9,2,2.057814589912333,24.693775078947994
52,13,4,2.8906706159277236,150.31487202824164
44,17,3,1.8708236369988631,82.31624002794997
51,17,3,2.2861675007180287,116.59454253661946
43,19,4,2.0612715183443227,88.63467528880588
14,8,0,1.627095681978704,22.779339547701856
6,16,0,2.168765948943342,13.012595693660053
37,16,5,2.597302976091107,96.10021011537096
33,11,2,2.8470280128020296,93.95192442246697
5,16,3,1.7788549899090191,8.894274949545096
41,19,1,1.689260071645098,69.25966293744902
72,13,3,2.9146942360220507,209.85798499358765
56,11,1,2.3799233823430046,133.27570941120825
49,13,3,1.8896759822523987,92.59412313036754
23,16,2,2.706955438812015,62.25997509267634
57,14,0,2.5498430894564335,145.3410560990167
35,19,1,2.7996854574979997,97.98899101242999
57,19,0,2.878745735226323,164.0885069079004
42,18,3,1.885576189336033,79.19419995211338
9,9,1,2.8376321889864693,25.538689700878223
70,12,5,2.453789806181315,171.76528643269205
17,9,1,1.8118930161006312,30.80218127371073
59,14,3,2.0581713429086275,121.43210923160902
19,10,4,2.0684702570483138,39.30093488391796
51,13,4,1.8550074634319016,94.60538063502698
15,9,5,2.1344932323153665,32.0173984847305
42,19,4,2.904362393196702,121.98322051426149
58,12,4,2.5102095758207,145.5921553976006
43,14,4,1.6946726519898871,72.87092403556515
28,9,5,1.7122598060193182,47.94327456854091
57,11,5,2.743887458851375,156.4015851545284
24,9,1,1.9903009094014776,47.76722182563546
45,11,0,1.561020218295169,70.2459098232826
28,9,5,2.1862470433221715,61.2149172130208
14,9,2,1.6698610985523132,23.378055379732384
31,11,0,1.562732769297058,48.4447158482088
51,19,4,2.8739822365191223,146.57309406247523
35,18,1,1.8282268851308379,63.98794097957933
14,16,2,2.5372968750399805,35.522156250559725
63,18,5,1.6747797098898798,105.51112172306243
49,13,2,1.7897148800823761,87.69602912403643
81,17,5,2.1354919105558534,172.97484475502412
14,15,3,2.1971485896928726,30.760080255700217
42,14,1,2.17688665707698,91.42923959723316
53,19,2,2.2189660080830493,117.60519842840162
93,11,6,2.7852427520093466,259.02757593686925
60,12,5,2.5006237291308895,150.03742374785338
22,8,3,2.137243018316726,47.019346402967976
59,18,6,1.9860983880727328,117.17980489629123
47,13,0,1.8940668045294176,89.02113981288262
49,16,6,1.778619744142937,87.15236746300391
14,8,3,2.940403037468861,41.16564252456405
38,12,4,1.6515524835735813,62.75899437579609
35,19,4,1.8370589015435566,64.29706155402448
15,15,1,1.5533784859354625,23.30067728903194
15,8,2,2.745226735043767,41.178401025656505
59,18,6,2.523589553037466,148.8917836292105
21,10,5,1.525222872560953,32.02968032378001
19,15,6,2.196262293525944,41.72898357699293
8,16,3,2.4054220307040985,19.24337624563279
42,18,1,2.0244973430677904,85.0288884088472
8,9,2,2.108353043060707,16.866824344485657
16,15,4,2.932295583166203,46.91672933065925
29,15,5,2.5448551270181783,73.80079868352718
36,11,2,1.5268187141316434,54.96547370873916
27,18,0,2.1503214244304885,58.05867845962319
42,17,0,2.451702604550632,102.97150939112653
7,10,1,2.7046466010570143,18.9325262073991
46,19,0,1.901819822330994,87.48371182722572
52,13,1,1.9981264922522777,103.90257759711844
54,12,6,2.1815546341318233,117.80395024311845
12,16,3,2.9167704500230673,35.00124540027681
22,9,3,1.5250370694865474,33.55081552870404
32,9,5,2.996686255510915,95.89396017634928
40,11,3,2.876068039047511,115.04272156190044
70,13,5,2.171110130970885,151.97770916796193
53,14,0,2.4875316440582758,131.83917713508862
51,19,6,1.6795739804852423,85.65827300474736
50,18,6,2.6613118325972756,133.06559162986377
18,16,3,2.6802482378115795,48.24446828060843
9,16,3,2.803181208577053,25.228630877193474
48,14,2,1.7701060545783074,84.96509061975875
56,19,4,2.398337237806126,134.30688531714307
62,14,6,2.165555904587962,134.26446608445366
44,17,0,1.9719248795517557,86.76469470027725
22,16,2,1.8547781260238068,40.80511877252375
59,12,4,1.665438356453575,98.26086303076093
59,14,6,1.8742486754712546,110.58067185280402
20,15,0,2.7913940687651415,55.82788137530283
18,10,3,2.8454057353964703,51.21730323713646
49,18,4,2.9132714056121367,142.7502988749947
16,16,2,1.814141486598286,29.026263785572574
12,9,4,2.6474207136644905,31.769048563973886
40,13,0,2.390806895203787,95.63227580815149
23,8,1,2.8078873258296557,64.58140849408208
73,19,5,2.9331808817806033,214.12220436998405
52,11,1,2.2364527577272524,116.29554340181713
42,10,5,2.7864461793174824,117.03073953133426
40,12,4,2.895076096613052,115.8030438645221
20,15,1,2.4194017219680353,48.38803443936071
47,13,4,2.6657063805425514,125.28819988549992
51,18,4,2.536367196619876,129.35472702761368
37,18,4,2.5383415111112138,93.9186359111149
31,13,3,2.6391001726640906,81.81210535258681
56,14,5,2.2547569893727135,126.26639140487195
23,9,5,2.284734722595538,52.54889861969737
25,17,0,1.8519841816548213,46.299604541370535
43,13,3,1.6425552699816386,70.62987660921046
61,12,4,2.0726109755998214,126.42926951158911
51,13,4,1.6413562302934241,83.70916774496463
13,15,0,2.292918554134835,29.807941203752858
28,14,0,2.544669767814646,71.25075349881008
15,10,3,2.965587600250127,44.48381400375191
61,12,2,2.841319019075894,173.32046016362955
18,9,3,1.507970076339039,27.1434613741027
12,15,2,1.6655511544013353,19.986613852816024
30,19,4,1.6496356018951812,49.48906805685544
6,15,0,1.5236582753284538,9.141949651970723
47,14,0,2.624492969085061,123.35116954699788
9,9,3,1.666457862582308,14.998120763240774
13,16,1,2.968420488666477,38.5894663526642
57,18,0,2.826929913754964,161.13500508403294
56,17,5,2.752749675047177,154.1539818026419
24,15,3,2.2368355998932565,53.68405439743816
74,12,6,2.1848601912577434,161.67965415307302
34,15,6,1.9030115500315896,64.70239270107405
87,11,5,1.839423266508597,160.02982418624794
52,11,4,1.6461713336861528,85.60090935167995
20,16,4,2.870030129418342,57.400602588366844
52,14,3,1.6112876056025622,83.78695549133323
49,18,3,2.0454544728190553,100.22726916813372
22,16,0,2.6386442755333936,58.05017406173466
15,10,2,2.264025502414521,33.960382536217814
49,19,4,2.451034459813634,120.10068853086807
63,14,6,1.8736170548395192,118.03787445488972
20,10,3,1.8207161386626467,36.414322773252934
11,16,3,2.0437170047680766,22.480887052448843
42,16,6,2.642595988254151,110.98903150667434
61,12,6,2.351417496408223,143.4364672809016
14,10,4,2.807282622563179,39.30195671588451
29,10,5,2.2019945559190024,63.85784212165107
55,14,3,2.5929125018190087,142.61018760004546
17,10,2,2.031549259157848,34.53633740568342
35,15,5,2.8834869740746853,100.92204409261399
5,10,2,2.012008963130845,10.060044815654226
42,16,6,2.261207092499921,94.97069788499667
71,13,5,1.6955809219355777,120.38624545742601
34,8,5,2.2316771403233178,75.87702277099281
37,8,5,2.7308921887534217,101.0430109838766
35,17,3,1.778100284981165,62.23350997434077
12,8,0,2.1587135553676235,25.904562664411483
53,14,4,1.727952203804854,91.58146680165726
45,19,2,2.2109718729255725,99.49373428165076
25,10,6,2.2788722867416027,56.97180716854007
7,9,3,2.015355635096581,14.107489445676068
37,19,1,2.848477144875722,105.39365436040171
52,12,0,2.946123689356051,153.19843184651464
39,19,3,1.5738162781595444,61.37883484822223
53,19,5,2.230038788703033,118.19205580126075
10,8,4,2.166237673547787,21.66237673547787
44,11,1,2.330343337770489,102.53510686190151
24,10,2,2.1403039233078824,51.367294159389175
60,12,6,1.922080345506788,115.32482073040728
33,19,5,2.1639655492210834,71.41086312429576
29,19,2,2.3180092913264945,67.22226944846834
25,11,2,2.852200136521926,71.30500341304815
44,14,0,1.7080045646699848,75.15220084547933
46,12,2,2.0578484314148895,94.66102784508492
57,19,2,2.3783751997555003,135.5673863860635
63,17,6,2.3372076337246104,147.24408092465046
30,17,1,2.930402954039792,87.91208862119376
32,8,6,2.0817883070672516,66.61722582615205
50,18,4,2.7090644807867745,135.45322403933872
49,12,4,1.623842856397339,79.56829996346961
13,16,0,2.704447800093783,35.157821401219174
59,19,6,2.35561299953304,138.98116697244936
62,18,3,2.319432952369492,143.8048430469085
24,9,1,2.2651939806260626,54.364655535025506
28,16,6,1.8558730912529655,51.964446555083036
51,19,2,2.74908408999251,140.203288589618
47,11,3,1.523282941295331,71.59429824088056
45,12,3,2.085595600337547,93.8518020151896
27,10,5,2.9853658760208055,80.60487865256175
21,8,6,2.1147287884463433,44.40930455737321
53,13,5,1.8623778081245135,98.70602383059921
45,18,4,2.202797073509587,99.12586830793143
63,19,5,1.9367468849246197,122.01505375025104
36,13,1,2.63569479848205,94.88501274535379
20,15,0,2.9056208130701435,58.11241626140287
56,13,4,1.8851664748261716,105.56932259026561
53,11,1,2.2631006851875024,119.94433631493763
14,16,0,1.8338138914968716,25.6733944809562
23,10,0,2.440038660826362,56.12088919900633
8,8,3,1.5452972047829028,12.362377638263222
11,8,0,1.6502455030198624,18.152700533218486
44,17,0,2.5375210205365306,111.65092490360735
26,9,6,1.9230319283401043,49.99883013684271
54,12,2,2.37033672111766,127.99818294035363
57,14,0,2.211955881645592,126.08148525379876
42,11,0,2.1378578888103745,89.79003133003573
6,9,3,2.5966610232964507,15.579966139778705
34,15,5,2.3206083937808164,78.90068538854776
60,11,3,2.4367355490422575,146.20413294253547
58,13,3,2.5876961861866663,150.08637879882664
17,15,3,2.5606173454255314,43.53049487223404
69,18,5,2.0661974575375646,142.56762457009197
15,8,1,2.2784868137368046,34.17730220605207
31,15,5,2.305837571080727,71.48096470350254
52,13,0,2.598972406534818,135.14656513981055
16,8,3,2.070605086358728,33.12968138173965
42,8,5,2.0198577031578653,84.83402353263034
53,12,1,1.5596734623885435,82.6626935065928
62,17,5,2.6234135629538047,162.6516409031359
7,8,3,1.6964201445558824,11.874941011891178
43,17,3,2.686491137889205,115.51911892923582
60,18,0,2.0860498685325957,125.16299211195575
8,8,4,2.8766016712501217,23.012813370000973
38,12,1,2.5738973038854183,97.8080975476459
34,9,5,2.418719296924089,82.23645609541903
43,15,5,2.6559599809248526,114.20627917976866
60,19,0,2.0766978960546876,124.60187376328125
40,11,4,2.2935830427633115,91.74332171053246
29,14,0,2.2070273850424864,64.00379416623211
18,10,3,2.4114419843314407,43.40595571796593
17,9,0,2.077427101020028,35.31626071734048
44,18,4,2.825443864385492,124.31953003296165
42,8,6,2.7561867093827956,115.75984179407742
8,8,0,2.12875518981766,17.03004151854128
62,11,0,1.843901992324514,114.32192352411987
20,16,1,2.6177805378049106,52.355610756098216
7,8,2,1.6373932887609737,11.461753021326816
65,18,5,2.6146075730728997,169.94949224973848
21,10,0,2.7234086540365823,57.19158173476823
6,9,2,2.862747498589174,17.176484991535045
39,17,3,2.659517298192992,103.7211746295267
38,17,4,2.3734994052559353,90.19297739972554
22,10,2,2.1953363692466548,48.29740012342641
64,14,3,2.7014569053564035,172.89324194280982
50,18,1,2.6172849832019915,130.86424916009958
53,11,6,2.594454922344247,137.5061108842451
70,13,5,1.9044186675113455,133.3093067257942
40,11,6,2.2061473059095533,88.24589223638213
30,18,1,1.5938770938171214,47.816312814513644
22,8,6,2.2098962127508806,48.61771668051937
22,10,0,2.161911802748138,47.56205966045904
45,14,0,1.527726752036767,68.74770384165451
44,19,3,2.872207228767368,126.3771180657642
8,8,0,2.6594703058212525,21.27576244657002
89,11,6,1.8538731360994103,164.99470911284752
56,12,2,2.279434840467332,127.64835106617059
54,12,3,2.1553601010360826,116.38944545594846
18,10,2,2.497693691872388,44.95848645370299
9,15,0,2.8997521043025256,26.09776893872273
23,8,4,2.3122047416923017,53.18070905892294
83,13,5,2.8355984896100925,235.3546746376377
18,8,5,1.5021949113844983,27.03950840492097
15,8,2,2.3892760385029392,35.839140577544086
21,17,4,2.8832448392560606,60.54814162437727
42,13,2,2.6218650263417524,110.11833110635361
58,19,2,2.1364982511100443,123.91689856438256
56,13,2,2.153879690392897,120.61726266200223
33,19,0,2.884328995674481,95.18285685725787
58,12,2,1.965903276379276,114.02239002999801
52,18,1,2.6291657077565365,136.7166168033399
66,13,1,2.738020676576928,180.70936465407723
66,14,2,2.8857382700968985,190.4587258263953
62,14,0,2.0003592371615637,124.02227270401696
56,12,2,2.836362534521428,158.83630193319996
46,16,5,1.739958281240153,80.03808093704704
50,11,3,1.9658263063353645,98.29131531676822
8,16,3,2.553647875186276,20.42918300149021
14,8,3,2.411947321605552,33.76726250247773
64,14,2,2.3817666770104484,152.4330673286687
47,12,3,2.223989659061136,104.52751397587339
79,12,5,2.035273327448047,160.7865928683957
75,14,6,1.799718176916322,134.97886326872415
33,18,2,2.413258338359876,79.63752516587591
30,18,1,2.2308481023191336,66.925443069574
17,16,3,1.6859570906263748,28.66127054064837
31,18,4,1.582431633765462,49.055380646729326
52,19,2,2.7169029267029856,141.27895218855525
42,19,0,1.9252270014183734,80.85953405957169
66,12,0,2.2481401114158226,148.3772473534443
24,15,2,2.809608225979587,67.43059742351008
37,9,6,2.489816188325051,92.12319896802688
76,11,6,2.248065353319071,170.85296685224938
7,15,2,1.8811571434171483,13.168100003920038
28,11,1,2.9875646240393916,83.65180947310296
89,14,6,2.378853300857201,211.71794377629087
60,12,5,2.5694001637968378,154.16400982781028
57,18,3,1.617449521490439,92.19462272495502
39,19,0,2.8014059255141985,109.25483109505375
20,10,4,2.1660295944521994,43.32059188904399
44,17,1,1.5412350828984702,67.8143436475327
46,12,4,2.318841698979171,106.66671815304186
6,15,2,1.677168357659748,10.063010145958488
14,10,3,1.958366581446291,27.41713214024807
46,14,0,2.919276187308548,134.28670461619322
52,13,4,2.3012039367613557,119.66260471159049
14,9,1,1.6655147339316174,23.317206275042643
43,18,1,2.992983216631147,128.69827831513933
14,8,1,1.5941384365923559,22.317938112292982
79,12,6,2.31027845038179,182.5119975801614
55,17,1,2.4518185726310207,134.85002149470614
10,9,3,2.335314225544091,23.353142255440908
41,14,2,2.9996735022620014,122.98661359274206
47,19,3,2.6661441325226973,125.30877422856678
16,10,1,2.1847698454160875,34.9563175266574
16,10,3,2.5932656166764856,41.49224986682377
5,15,2,2.8726103796567037,14.36305189828352
18,8,4,2.840812305236822,51.1346214942628
83,14,6,2.863004448111452,237.6293691932505
48,11,4,2.2403776241832922,107.53812596079803
15,9,4,2.5291476573853524,37.93721486078029
9,8,4,1.989556317758406,17.906006859825652
32,15,6,1.8860398665942884,60.35327573101723
49,8,5,2.4315508764963965,119.14599294832342
40,11,1,1.8279150685232597,73.11660274093039
29,8,5,1.7673513046849048,51.253187835862235
5,10,3,2.9635314155697197,14.817657077848597
24,16,3,2.014073513287588,48.33776431890212
24,16,0,2.153342625080336,51.680223001928056
57,11,0,2.313731472819615,131.88269395071808
40,9,5,1.5152184622421097,60.608738489684384
76,13,6,1.9903023254699097,151.26297673571312
38,9,6,1.8433296391326377,70.04652628704024
18,8,1,2.779314635625922,50.0276634412666
64,18,6,2.435165508151919,155.8505925217228
51,13,1,2.077128111259325,105.93353367422557
64,11,5,2.7667745413450477,177.07357064608306
88,17,6,2.0604127243007118,181.31631973846262
29,18,1,2.4960696754615603,72.38602058838525
28,10,6,1.6232642392040912,45.45139869771455
24,9,4,1.9859646969775382,47.66315272746092
46,17,1,1.6473479306641763,75.7780048105521
45,19,4,1.5224317234455882,68.50942755505147
15,8,0,2.929438438606975,43.94157657910463
8,9,1,1.9066897785555832,15.253518228444666
60,13,5,2.196949286238203,131.81695717429218
22,10,4,2.0519626113349387,45.14317744936865
5,9,3,2.248394472793566,11.241972363967829
47,17,3,1.607760933222254,75.56476386144594
24,15,4,2.276659227707419,54.639821464978056
35,13,2,1.8795706908229077,65.78497417880178
14,10,2,2.235422626814653,31.29591677540514
83,14,6,2.0462889418722456,169.8419821753964
60,18,3,2.2824334620692484,136.9460077241549
45,12,3,2.0703522101427065,93.1658494564218
64,13,5,2.0391128083266197,130.50321973290366
21,8,1,1.7357024496457214,36.44975144256015
17,8,2,1.5087784782790887,25.64923413074451
39,19,1,1.6221676273598442,63.264537467033925
58,12,0,2.42742162727491,140.79045438194478
8,8,0,2.2004307727387546,17.603446181910037
65,14,3,2.3055685697538166,149.86195703399807
12,9,1,2.7253157614330643,32.70378913719677
70,19,6,2.57185388876966,180.0297722138762
48,18,2,1.7920175289177334,86.0168413880512
54,13,5,2.0655067794303017,111.53736608923629
54,14,6,1.79746563205808,97.06314413113631
48,12,6,2.2689195997230516,108.90814078670647
7,10,4,2.9895099590822536,20.926569713575773
6,16,1,2.288993541403534,13.733961248421204
32,11,3,1.8559870752665595,59.3915864085299
33,14,1,2.204724001473669,72.75589204863107
20,15,0,2.043928606046654,40.87857212093308
36,18,1,2.1360165987353703,76.89659755447333
41,14,3,2.5678519186377944,105.28192866414958
9,8,3,1.6736466449929677,15.062819804936709
21,9,6,2.1307497425650306,44.745744593865645
13,16,4,2.8261503361806497,36.73995437034844
42,18,1,2.463240519016237,103.45610179868196
8,15,4,2.724246130600402,21.793969044803216
71,18,6,2.764622689921362,196.2882109844167
28,17,4,1.7554231959828708,49.15184948752038
44,10,5,2.9207555789222774,128.5132454725802
37,16,6,2.8999899246665226,107.29962721266133
38,13,1,2.3607369037675614,89.70800234316734
71,11,2,2.458509190313536,174.55415251226106
46,18,4,2.2214445557177,102.1864495630142
50,16,6,2.7831778998368155,139.15889499184078
41,18,2,1.8228739668772564,74.73783264196751
48,19,2,2.9558652182828933,141.88153047757888
23,10,4,2.3792175370939592,54.722003353161064
60,19,4,1.824797195334614,109.48783172007684
14,10,3,1.526203048482524,21.366842678755336
54,11,3,2.748211379219915,148.4034144778754
8,10,4,2.1959274796274513,17.56741983701961
5,10,4,2.730722622193767,13.653613110968834
38,12,3,2.7304933387114647,103.75874687103565
7,10,2,2.093773967404098,14.656417771828686
67,19,5,2.5925750315060743,173.70252711090697
18,15,1,2.441513387580481,43.94724097644866
54,11,1,2.5559201999715255,138.0196907984624
25,16,6,2.611658543962601,65.29146359906503
74,11,5,1.8577901232853686,137.47646912311728
36,19,1,2.8656211118077977,103.16236002508072
20,16,0,2.5650176094490122,51.30035218898024
54,19,6,2.7073494379245013,146.19686964792308
22,16,4,2.3292107687328,51.2426369121216
11,15,3,1.835606577980301,20.19167235778331
32,17,2,2.6584439406053244,85.07020609937038
14,15,1,2.7407628025895763,38.37067923625407
78,14,5,2.3262121076122115,181.4445443937525
71,11,5,2.74742387903588,195.06709541154748
85,12,5,2.5644290898825117,217.9764726400135
6,8,2,2.1448900430151046,12.869340258090627
58,13,1,2.1982465173732093,127.49829800764614
10,10,4,1.9321667331339711,19.32166733133971
35,8,5,2.9128481027735216,101.94968359707326
30,19,1,1.6088497032074187,48.26549109622256
48,14,5,2.307148822768307,110.74314349287874
44,13,3,2.5964881739056063,114.24547965184668
56,17,4,1.536176242217876,86.02586956420106
23,16,2,1.5315762942315148,35.22625476732484
72,18,5,2.5084012110735094,180.60488719729267
48,18,1,2.953310278323073,141.7588933595075
19,15,2,2.219604464720387,42.17248482968735
34,16,6,2.658057043035801,90.37393946321724
10,15,3,1.8030905560542645,18.030905560542646
51,19,4,2.5484341636873546,129.97014234805508
16,15,3,2.8294609552334817,45.27137528373571
44,19,6,2.177828811257175,95.8244676953157
6,16,1,1.7479231049563353,10.487538629738012
17,9,2,1.8943085010637313,32.20324451808343
14,9,4,1.5232233157140045,21.325126419996064
88,11,5,1.5095745250883366,132.8425582077736
51,11,3,2.889352744455185,147.35698996721445
47,19,3,2.3160525528581175,108.85446998433153
25,10,6,2.485254786018662,62.13136965046655
37,19,1,1.851365076992325,68.50050784871603
55,19,6,2.3551083374086894,129.53095855747793
44,9,6,2.873004328470686,126.41219045271019
57,14,5,1.8830082306542764,107.33146914729375
10,8,4,1.79001516324991,17.9001516324991
52,13,2,2.655429341889557,138.08232577825697
22,9,1,2.4659127261721334,54.25007997578693
32,9,5,2.3406255101349767,74.90001632431925
5,15,1,2.57134678339172,12.8567339169586
39,12,2,1.7151268833498317,66.88994845064343
39,15,6,1.7613329435291574,68.69198479763713
23,8,0,2.4886488212043227,57.238922887699424
16,16,0,2.6851734528869713,42.96277524619154
5,15,1,2.311864808447904,11.55932404223952
20,9,3,2.2313425225491867,44.62685045098374
67,13,0,2.240407236290869,150.10728483148822
34,18,3,1.5101360440048275,51.344625496164134
47,12,2,1.9881608749419748,93.44356112227281
21,9,3,2.4657820285163474,51.78142259884329
85,12,5,2.401389951883134,204.1181459100664
78,11,6,1.8119516352702036,141.33222755107587
68,14,5,1.6982576789753776,115.48152217032568
43,12,4,1.5707078153141762,67.54043605850958
28,15,6,2.8841783347934156,80.75699337421564
51,11,1,2.172804082360852,110.81300820040346
51,19,4,1.5468729308922138,78.8905194755029
67,18,6,2.849670703433064,190.9279371300153
28,18,4,2.765412619308143,77.431553340628
38,17,0,2.769003251421664,105.22212355402323
16,8,3,2.9676936763819644,47.48309882211143
49,15,5,1.8711355530208007,91.68564209801923
15,9,0,2.504607055939299,37.56910583908949
47,16,5,1.7650815616886257,82.9588333993654
68,19,6,2.4558391701170357,166.99706356795843
62,12,3,1.8994491221122,117.7658455709564
11,8,2,2.7801481248691235,30.58162937356036
46,11,4,1.9634422548666648,90.31834372386658
60,12,3,2.6831528504559605,160.98917102735763
34,19,0,1.8356441298461803,62.41190041477013
23,9,3,1.6703077955808978,38.41707929836065
92,13,6,1.6706291018988724,153.69787737469625
20,15,0,2.6395204771930847,52.79040954386169
